crawl_district,title,price,price_unit,price_per_sqm,room_type,area,orientation,floor,year,community,district,business_area,location,tags,url,crawl_time
昌平,金隅万科二期 三室两厅一卫,300,万,33735元/㎡,3室2厅1卫,88.93,东南,中层(共28层),2012,金隅万科城,昌平,昌平县城,昌平 昌平县城 南环路10号,东南 满二年 近地铁,https://bj.58.com/ershoufang/3948391698361353x.shtml?auction=220&hpType=60&entry=102&position=40&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_40&from=from_esf_List_screen&index=40,2025-11-28 13:37:15
昌平,保利罗兰香谷 精装好房 南北通透 低密度社区 集中供暖,345,万,37500元/㎡,4室2厅1卫,92,南北,中层(共15层),2015,保利罗兰香谷,昌平,沙河,昌平 沙河 沙阳路34号,南北 满五年 户型方正,https://bj.58.com/ershoufang/4313868339716108x.shtml?auction=220&hpType=60&entry=102&position=41&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_41&from=from_esf_List_screen&index=41,2025-11-28 13:37:15
昌平,环境好小区 新上 南北通透两居室 精装修 拎包住省时省心,308.8,万,32444元/㎡,2室2厅1卫,95.18,南北,高层(共7层),2005,天通苑北三区,昌平,天通苑,昌平 天通苑 太平庄中二街,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4169432409104398x.shtml?auction=220&hpType=60&entry=102&position=42&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_42&from=from_esf_List_screen&index=42,2025-11-28 13:37:15
昌平,奥北别墅 上二下一 双拼 独栋现房 挑高9.9  全明双车位,1265,万,25300元/㎡,6室4厅5卫,500,南北,共3层,2018,北辰红橡墅,昌平,小汤山南,昌平 小汤山南 立汤路7号,南北 热门小区 配套成熟 随时可看,https://bj.58.com/ershoufang/3970987804516362x.shtml?auction=220&hpType=60&entry=102&position=43&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_43&from=from_esf_List_screen&index=43,2025-11-28 13:37:15
昌平,高教园五区南北通透两居室 随时看房 诚心出售 高楼层视野好,319,万,36445元/㎡,2室1厅1卫,87.53,南北,高层(共18层),2012,北街家园(五区),昌平,沙河,昌平 沙河 北沙河西五路,南北 满五年 近地铁 绿化率高,https://bj.58.com/ershoufang/4336514408374278x.shtml?auction=220&hpType=60&entry=102&position=44&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_44&from=from_esf_List_screen&index=44,2025-11-28 13:37:15
昌平,招商都会湾(二期) 两室一厅一卫,345,万,38957元/㎡,2室1厅1卫,88.56,南北,低层(共11层),2021,招商都会湾(二期),昌平,南邵镇,昌平 南邵镇 文智路18号,南北 满二年 近地铁 次新房,https://bj.58.com/ershoufang/4116828890508300x.shtml?auction=220&hpType=60&entry=102&position=45&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_45&from=from_esf_List_screen&index=45,2025-11-28 13:37:15
昌平,金科帕提欧89顶层观景电梯复式，精装好房，直接入住,298,万,31100元/㎡,3室3厅2卫,95.82,南北,高层(共8层),2011,金科帕提欧,昌平,小汤山北,昌平 小汤山北 沙顺路91号,南北 满五年,https://bj.58.com/ershoufang/4137007763382287x.shtml?auction=220&hpType=60&entry=102&position=46&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_46&from=from_esf_List_screen&index=46,2025-11-28 13:37:15
昌平,北一区双地铁南北两居，总监推荐户型,409,万,34750元/㎡,2室2厅2卫,117.7,南北,高层(共13层),2005,天通苑北一区,昌平,天通苑,昌平 天通苑 太平庄中二街,南北 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4312218924985346x.shtml?auction=220&hpType=60&entry=102&position=47&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_47&from=from_esf_List_screen&index=47,2025-11-28 13:37:15
昌平,全明格局 客厅朝南 全屋地暖 南北通透 次顶层 价格能谈,380,万,42769元/㎡,2室1厅1卫,88.85,南北,高层(共10层),2021,招商都会湾(二期),昌平,南邵镇,昌平 南邵镇 文智路18号,南北 满二年 近地铁 次新房,https://bj.58.com/ershoufang/4201661637877764x.shtml?auction=220&hpType=60&entry=102&position=48&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_48&from=from_esf_List_screen&index=48,2025-11-28 13:37:15
昌平,TBD住总万科天地(8号院) 小三居 商品房次新房  临地铁,303,万,34538元/㎡,3室1厅1卫,87.73,南北,高层(共19层),2019,TBD住总万科天地(8号院),昌平,回龙观,昌平 回龙观 安居路8号,南北 满五年 近地铁 多人关注,https://bj.58.com/ershoufang/4288453294775304x.shtml?auction=220&hpType=60&entry=102&position=49&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_49&from=from_esf_List_screen&index=49,2025-11-28 13:37:15
昌平,万科直营 金域华府三期 2号楼 对园区中心 中间楼层两居急售,439,万,54917元/㎡,2室2厅1卫,79.94,南,中层(共28层),2016,金域华府(三期),昌平,龙域,昌平 龙域 龙域北街,南 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4190828350581761x.shtml?auction=220&hpType=60&entry=102&position=50&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_50&from=from_esf_List_screen&index=50,2025-11-28 13:37:15
昌平,路劲世界城(二期) 3室1厅1卫1阳台 明厨 明卫 落地窗,355,万,36081元/㎡,3室1厅1卫,98.39,南北,高层(共11层),2013,路劲世界城,昌平,南邵镇,昌平 南邵镇 昌金路,南北 满二年 近地铁,https://bj.58.com/ershoufang/3666687646098447x.shtml?auction=220&hpType=60&entry=102&position=51&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_51&from=from_esf_List_screen&index=51,2025-11-28 13:37:15
昌平,招商都会湾(一期) 三室两厅一卫,390,万,44014元/㎡,3室2厅1卫,88.61,南北,高层(共6层),2021,招商都会湾(一期),昌平,昌平周边,昌平 昌平周边 文智路16号,南北 满二年 近地铁 绿化率高,https://bj.58.com/ershoufang/3578547359850507x.shtml?auction=220&hpType=60&entry=102&position=52&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_52&from=from_esf_List_screen&index=52,2025-11-28 13:37:15
昌平,小区观景房 满五   商品房 诚售看房有钥匙,349,万,41548元/㎡,2室1厅1卫,84,南北,中层(共36层),2016,融泽嘉园西2号院,昌平,龙域,昌平 龙域 龙域西路2号,南北 房东发布 有电梯 近地铁,https://bj.58.com/ershoufang/4096909571972105x.shtml?auction=220&hpType=60&entry=102&position=53&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_53&from=from_esf_List_screen&index=53,2025-11-28 13:37:15
昌平,出售金域华府一期南北向大两居室 万科直营,449,万,45172元/㎡,2室1厅1卫,99.4,南北,低层(共26层),2000,金域华府(一期),昌平,龙域,昌平 龙域 龙域中路5号,南北 近地铁 采光较好,https://bj.58.com/ershoufang/4230197152750594x.shtml?auction=220&hpType=60&entry=102&position=54&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_54&from=from_esf_List_screen&index=54,2025-11-28 13:37:15
昌平,龙冠冠华苑棠棣园 集中供暖 房龄新 有电梯 南北通透 大两居,209,万,23311元/㎡,2室2厅1卫,89.66,南北,中层(共15层),2018,龙冠冠华苑棠棣园,昌平,北七家,昌平 北七家 定泗路103号,南北 满五年 采光较好,https://bj.58.com/ershoufang/4211799561756676x.shtml?auction=220&hpType=60&entry=102&position=55&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_55&from=from_esf_List_screen&index=55,2025-11-28 13:37:15
昌平,招商都会湾(二期) 三室两厅一卫,370,万,41709元/㎡,3室2厅1卫,88.71,南北,高层(共6层),2021,招商都会湾(二期),昌平,南邵镇,昌平 南邵镇 文智路18号,南北 有电梯 近地铁 次新房,https://bj.58.com/ershoufang/4228717843667968x.shtml?auction=220&hpType=60&entry=102&position=56&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_56&from=from_esf_List_screen&index=56,2025-11-28 13:37:15
昌平,北街家园一区 满五   商品房 装修好 交通便捷 南北通透,450,万,33084元/㎡,3室2厅2卫,136.02,南北,低层(共18层),2008,北街家园一区,昌平,沙河,昌平 沙河 高教园北一街,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4316239267425282x.shtml?auction=220&hpType=60&entry=102&position=57&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_57&from=from_esf_List_screen&index=57,2025-11-28 13:37:15
昌平,龙腾苑四区 一层 三居  户型好 格局方正 品质过硬,388,万,37062元/㎡,3室1厅1卫,104.69,南北,共5层,2003,龙腾苑四区,昌平,回龙观,昌平 回龙观 文华东路,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/3981323742370818x.shtml?auction=220&hpType=60&entry=102&position=58&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_58&from=from_esf_List_screen&index=58,2025-11-28 13:37:15
昌平,招商都会湾(二期) 三室一厅一卫,370,万,41709元/㎡,3室1厅1卫,88.71,南北,低层(共6层),2021,招商都会湾(二期),昌平,南邵镇,昌平 南邵镇 文智路18号,南北 满二年 近地铁 次新房,https://bj.58.com/ershoufang/4149375915912206x.shtml?auction=220&hpType=60&entry=102&position=59&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_59&from=from_esf_List_screen&index=59,2025-11-28 13:37:15
昌平,天通苑西三区新上两居室 满五   看房方便 业主诚售,210,万,24762元/㎡,2室1厅1卫,84.81,西,低层(共32层),2003,天通西苑三区,昌平,天通苑,昌平 天通苑 立汤路,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4029366847757323x.shtml?auction=220&hpType=60&entry=102&position=60&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_60&from=from_esf_List_screen&index=60,2025-11-28 13:37:15
昌平,新上钥匙房源。客厅南向双阳台，双卧朝南。北京洋房，社区门店,470,万,28080元/㎡,3室2厅3卫,167.38,南北,共5层,2007,北京洋房,昌平,北七家,昌平 北七家 七星路216号,南北 满五年 车位充足,https://bj.58.com/ershoufang/3948244743233545x.shtml?auction=220&hpType=60&entry=102&position=61&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_61&from=from_esf_List_screen&index=61,2025-11-28 13:37:15
昌平,地铁边 电梯板楼8层 南北通透 三居双卫 商品房 可议价,422,万,28784元/㎡,3室2厅2卫,146.61,南北,中层(共13层),2005,天通苑北一区,昌平,天通苑,昌平 天通苑 太平庄中二街,南北 满五年 近地铁,https://bj.58.com/ershoufang/4319495439313922x.shtml?auction=220&hpType=60&entry=102&position=62&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_62&from=from_esf_List_screen&index=62,2025-11-28 13:37:15
昌平,北京风景68号院 三室一厅两卫 满五,390,万,31605元/㎡,3室1厅2卫,123.4,南北,低层(共9层),2013,北京风景,昌平,南邵镇,昌平 南邵镇 双营西路65号,南北 满五年 近地铁,https://bj.58.com/ershoufang/3945200088129536x.shtml?auction=220&hpType=60&entry=102&position=63&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_63&from=from_esf_List_screen&index=63,2025-11-28 13:37:15
昌平,世涛天朗 三室两厅两卫 满五,450,万,33368元/㎡,3室2厅2卫,134.86,南北,中层(共10层),2005,世涛天朗,昌平,昌平县城,昌平 昌平县城 振兴路,南北 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4095674407459852x.shtml?auction=220&hpType=60&entry=102&position=64&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_64&from=from_esf_List_screen&index=64,2025-11-28 13:37:15
昌平,急售 保利紫荆香谷北区2居室 南北通透 精装  看房方便,232,万,28526元/㎡,2室2厅1卫,81.33,南北,低层(共23层),2015,保利紫荆香谷(北区),昌平,沙河,昌平 沙河 沙阳路24号,经纪人力荐 南北 满五年 采光较好,https://bj.58.com/ershoufang/3881987574492165x.shtml?auction=220&hpType=60&entry=102&position=65&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_65&from=from_esf_List_screen&index=65,2025-11-28 13:37:15
昌平,昌平区森林大第 精装高楼层 大三居 看房方便 业主诚售！,448,万,40643元/㎡,3室1厅1卫,110.23,南北,高层(共6层),2004,森林大第(北区),昌平,东小口,昌平 东小口 建材城东路,南北 满五年,https://bj.58.com/ershoufang/3048562835350532x.shtml?auction=220&hpType=60&entry=102&position=66&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_66&from=from_esf_List_screen&index=66,2025-11-28 13:37:15
昌平,天通苑北  电梯房8层 次新房  精装修 南北通透,200,万,22399元/㎡,3室1厅1卫,89.29,南北,中层(共18层),2019,龙冠冠华苑棠棣园,昌平,北七家,昌平 北七家 定泗路103号,南北 唯一住房 多人关注,https://bj.58.com/ershoufang/4326512108858383x.shtml?auction=220&hpType=60&entry=102&position=67&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_67&from=from_esf_List_screen&index=67,2025-11-28 13:37:15
昌平,北七家龙冠冠华苑萱草园2室2厅,185,万,21018元/㎡,2室2厅2卫,88.02,南北,低层(共11层),2018,龙冠冠华苑萱草园,昌平,北七家,昌平 北七家 定泗路103号,南北 满五年 采光较好 多人关注,https://bj.58.com/ershoufang/4123789832559616x.shtml?auction=220&hpType=60&entry=102&position=68&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_68&from=from_esf_List_screen&index=68,2025-11-28 13:37:15
昌平,三居两卫 中间层 采光好 自住精装修 拎包入住,338,万,27188元/㎡,3室1厅2卫,124.32,南北,中层(共6层),2000,天慧园,昌平,回龙观,昌平 回龙观 育知西路119号,南北 近地铁 户型方正 多人关注,https://bj.58.com/ershoufang/4168174064918528x.shtml?auction=220&hpType=60&entry=102&position=69&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_69&from=from_esf_List_screen&index=69,2025-11-28 13:37:15
昌平,成本低，8和13号线，瑞旗家园 ，五环 网红盘,300,万,34111元/㎡,2室1厅1卫,87.95,南,中层(共21层),2009,住总旗胜家园(南区),昌平,霍营,昌平 霍营 建材城西路,南 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/3586224722109453x.shtml?auction=220&hpType=60&entry=102&position=70&kwtype=filter&now_time=1764308235&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=c53d96ff-3c19-43ab-b329-f32c98e8843c_70&from=from_esf_List_screen&index=70,2025-11-28 13:37:15
昌平,南北通透 2室2厅 电梯房 86平 楼层好 视野无遮挡,449,万,51788元/㎡,2室2厅1卫,86.7,南北,中层(共6层),2012,领秀慧谷C区(一区),昌平,回龙观,昌平 回龙观 农学院北路9号,南北 满二年 近地铁 多人关注,https://bj.58.com/ershoufang/4288149913574406x.shtml?auction=220&hpType=60&entry=102&position=0&kwtype=filter&now_time=1764308244&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=822289c7-5428-4132-93de-77b1e2eaf191_0&from=from_esf_List_screen&index=0,2025-11-28 13:37:24
昌平,满五 精装修 88平 2室2厅 电梯房 诚心出售 价格可议,459,万,51900元/㎡,2室2厅1卫,88.44,南北,低层(共9层),2014,领秀慧谷C区(一区),昌平,回龙观,昌平 回龙观 农学院北路9号,热门小区 近地铁 南北通透,https://bj.58.com/ershoufang/3894992904481805x.shtml?auction=220&hpType=60&entry=102&position=1&kwtype=filter&now_time=1764308244&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=822289c7-5428-4132-93de-77b1e2eaf191_1&from=from_esf_List_screen&index=1,2025-11-28 13:37:24
昌平,国风美唐 中间楼层 全南向两居 近地铁813号线,427,万,48795元/㎡,2室1厅1卫,87.51,南,高层(共16层),2014,首开国风美唐朗观,昌平,回龙观,昌平 回龙观 科星西路90号,南 房东发布 满五年 近地铁,https://bj.58.com/ershoufang/3986726521428994x.shtml?auction=220&hpType=60&entry=102&position=2&kwtype=filter&now_time=1764308244&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=822289c7-5428-4132-93de-77b1e2eaf191_2&from=from_esf_List_screen&index=2,2025-11-28 13:37:24
昌平,朱辛庄地铁西500m 低密次新洋房 南北双落地窗阳台,439,万,50793元/㎡,2室2厅1卫,86.43,南北,高层(共11层),2014,领秀慧谷C区(一区),昌平,回龙观,昌平 回龙观 农学院北路9号,南北 满五年 近地铁,https://bj.58.com/ershoufang/4336459521122312x.shtml?auction=220&hpType=60&entry=102&position=3&kwtype=filter&now_time=1764308244&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=822289c7-5428-4132-93de-77b1e2eaf191_3&from=from_esf_List_screen&index=3,2025-11-28 13:37:24
昌平,回龙观国风美唐 全南两居室 中高层采光充足无遮挡 视野开阔,428,万,49429元/㎡,2室2厅1卫,86.59,南,中层(共18层),2014,首开国风美唐朗观,昌平,回龙观,昌平 回龙观 科星西路90号,南 有电梯 近地铁 绿化率高,https://bj.58.com/ershoufang/4195178173438978x.shtml?auction=220&hpType=60&entry=102&position=4&kwtype=filter&now_time=1764308244&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=822289c7-5428-4132-93de-77b1e2eaf191_4&from=from_esf_List_screen&index=4,2025-11-28 13:37:24
昌平,业主是我老乡优先我卖 精装自住 落地窗 客厅带阳台 好聊价,489,万,53513元/㎡,2室1厅1卫,91.38,南北,低层(共11层),2012,首开国风美唐一期,昌平,回龙观,昌平 回龙观 龙跃街10号,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4323897448344587x.shtml?auction=220&hpType=60&entry=102&position=5&kwtype=filter&now_time=1764308244&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=822289c7-5428-4132-93de-77b1e2eaf191_5&from=from_esf_List_screen&index=5,2025-11-28 13:37:24
昌平,国风美唐三期 经典小三居 全明户型 好楼层,448,万,50023元/㎡,3室1厅1卫,89.56,南北,中层(共20层),2017,首开国风美唐臻观,昌平,霍营,昌平 霍营 龙跃街7号,南北 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/4271178964413446x.shtml?auction=220&hpType=60&entry=102&position=6&kwtype=filter&now_time=1764308244&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=822289c7-5428-4132-93de-77b1e2eaf191_6&from=from_esf_List_screen&index=6,2025-11-28 13:37:24
昌平,双地铁 高层视野无遮挡 业主诚售,249,万,28520元/㎡,2室1厅1卫,87.31,西,高层(共29层),2004,天通苑北一区,昌平,天通苑,昌平 天通苑 太平庄中二街,西 近地铁 满五 房东急售,https://bj.58.com/ershoufang/4320793022324740x.shtml?auction=220&hpType=60&entry=102&position=7&kwtype=filter&now_time=1764308244&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=822289c7-5428-4132-93de-77b1e2eaf191_7&from=from_esf_List_screen&index=7,2025-11-28 13:37:24
昌平,（我能聊价） 5.5万平 公园社区 万科物业 精装修 随时看,410,万,44020元/㎡,2室2厅2卫,93.14,南北,中层(共22层),2014,公园悦府(一区),昌平,回龙观,昌平 回龙观 龙锦一街,南北 房东发布 满五年 近地铁,https://bj.58.com/ershoufang/3851037910967296x.shtml?auction=220&hpType=60&entry=102&position=8&kwtype=filter&now_time=1764308244&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=822289c7-5428-4132-93de-77b1e2eaf191_8&from=from_esf_List_screen&index=8,2025-11-28 13:37:24
昌平,首开国风美唐三期  16年小区，带电梯，近地铁，正规三居室,447,万,49817元/㎡,3室2厅1卫,89.73,南北,中层(共21层),2016,首开国风美唐臻观,昌平,霍营,昌平 霍营 龙跃街7号,南北 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/4265644434087947x.shtml?auction=220&hpType=60&entry=102&position=9&kwtype=filter&now_time=1764308244&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=822289c7-5428-4132-93de-77b1e2eaf191_9&from=from_esf_List_screen&index=9,2025-11-28 13:37:24
昌平,信任我 地铁旁公园社区 高楼层视野佳 精装拎包住 价格好沟通,460,万,53309元/㎡,2室1厅1卫,86.29,西南,高层(共27层),2019,公园悦府(二区),昌平,回龙观,昌平 回龙观 龙锦一街,西南 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4333444711328782x.shtml?auction=220&hpType=60&entry=102&position=10&kwtype=filter&now_time=1764308244&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=822289c7-5428-4132-93de-77b1e2eaf191_10&from=from_esf_List_screen&index=10,2025-11-28 13:37:24
昌平,业主就想这周卖掉 电梯洋房 次顶层全明格局 出价就能聊,436,万,47289元/㎡,2室1厅1卫,92.2,南北,高层(共6层),2012,领秀慧谷C区(一区),昌平,回龙观,昌平 回龙观 农学院北路9号,南北 满五年 近地铁,https://bj.58.com/ershoufang/4338182955343877x.shtml?auction=220&hpType=60&entry=102&position=11&kwtype=filter&now_time=1764308244&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=822289c7-5428-4132-93de-77b1e2eaf191_11&from=from_esf_List_screen&index=11,2025-11-28 13:37:24
昌平,阳光斯坦福！电梯高楼层！南向两居室！无遮挡采光好！,388,万,42675元/㎡,2室1厅1卫,90.92,西南,中层(共6层),2005,流星花园三区,昌平,回龙观,昌平 回龙观 文化路23号,西南 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4329205851155462x.shtml?auction=220&hpType=60&entry=102&position=12&kwtype=filter&now_time=1764308244&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=822289c7-5428-4132-93de-77b1e2eaf191_12&from=from_esf_List_screen&index=12,2025-11-28 13:37:24
昌平,万科翡翠公园 经典四叶草户型 东边户 采光视野好,567,万,46294元/㎡,4室2厅2卫,122.48,南北,低层(共15层),2019,翡翠公园(卓胜路6号院),昌平,北七家,昌平 北七家 卓胜路6号,南北 热门小区 配套成熟 房东急售,https://bj.58.com/ershoufang/4180554466418690x.shtml?auction=220&hpType=60&entry=102&position=13&kwtype=filter&now_time=1764308244&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=822289c7-5428-4132-93de-77b1e2eaf191_13&from=from_esf_List_screen&index=13,2025-11-28 13:37:24
昌平,业主关系好（博洛尼新装）双阳台 带车位 公园社区 万科物业,359,万,44066元/㎡,2室1厅1卫,81.47,南,高层(共22层),2015,公园悦府(一区),昌平,回龙观,昌平 回龙观 龙锦一街,南 价格优惠 房东急售 随时可看,https://bj.58.com/ershoufang/3998194642332676x.shtml?auction=220&hpType=60&entry=102&position=14&kwtype=filter&now_time=1764308244&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=822289c7-5428-4132-93de-77b1e2eaf191_14&from=from_esf_List_screen&index=14,2025-11-28 13:37:24
昌平,首开国风美唐二期，园区中心，东南两居，正规商品房，价格低,348,万,42085元/㎡,2室1厅1卫,82.69,东南,低层(共18层),2014,首开国风美唐朗观,昌平,回龙观,昌平 回龙观 科星西路90号,东南 满五年 近地铁 绿化率高,https://bj.58.com/ershoufang/3945957909048329x.shtml?auction=220&hpType=60&entry=102&position=15&kwtype=filter&now_time=1764308244&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=822289c7-5428-4132-93de-77b1e2eaf191_15&from=from_esf_List_screen&index=15,2025-11-28 13:37:24
昌平,电梯房 2室1厅 精装修 朝南 88平 楼层好 视野无遮挡,328,万,37012元/㎡,2室1厅1卫,88.62,南,高层(共26层),2019,TBD住总万科天地(7号院),昌平,回龙观,昌平 回龙观 安居路7号,南 满五年 近地铁,https://bj.58.com/ershoufang/4338029382688768x.shtml?auction=220&hpType=60&entry=102&position=16&kwtype=filter&now_time=1764308244&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=822289c7-5428-4132-93de-77b1e2eaf191_16&from=from_esf_List_screen&index=16,2025-11-28 13:37:24
昌平,回龙观 新龙城 东西通透 全明格局 电梯房 落地窗 近龙泽站,315,万,33579元/㎡,2室1厅1卫,93.81,东西,低层(共10层),2007,新龙城,昌平,回龙观,昌平 回龙观 昌平路,东西 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4292518804806656x.shtml?auction=220&hpType=60&entry=102&position=17&kwtype=filter&now_time=1764308244&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=822289c7-5428-4132-93de-77b1e2eaf191_17&from=from_esf_List_screen&index=17,2025-11-28 13:37:24
昌平,新上小区中间A1 南北两居室 明厨明卫 一梯两户 带电梯落地,398,万,40901元/㎡,2室1厅1卫,97.31,南北,中层(共8层),2006,新龙城,昌平,回龙观,昌平 回龙观 昌平路,南北 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/3720789039621129x.shtml?auction=220&hpType=60&entry=102&position=18&kwtype=filter&now_time=1764308244&typecode=220&region_ids=1150&spread=filtersearch_c&epauction=&stats_key=822289c7-5428-4132-93de-77b1e2eaf191_18&from=from_esf_List_screen&index=18,2025-11-28 13:37:24
